,isEdited,developerResponse,review,title,date,rating,userName,country
120,False,"{'id': 9673924, 'body': ""Hi there! Thank you for this amazing feedback! We work really hard to provide the best service and to improve the app day by day, so we are glad to know that we are on the right track! Don't forget to check out the amazing new plans we found for you :) Thanks for using Fever! Kind regards, Fever Team"", 'modified': '2019-07-15T21:36:33Z'}","Excellent service, I will definitely use again",First Class,2019-07-15 08:10:09,5,susanpit,GB
121,False,,"Fast, friendly and efficient!",First Class Customer Service,2018-04-22 21:54:03,5,Guytom7,GB
122,False,"{'id': 10582732, 'body': ""Hi Ali,\r\nThank you so much for your feedback!\r We are glad that you enjoy the app as much as we do! :) Don't forget to check out the amazing new plans we found for you... ;)\n\nThanks for using Fever!\r\nKind regards,\nFever  Team"", 'modified': '2019-09-09T07:48:43Z'}",I’ve used this app to go to three different events including west end tickets! It’s fantastic,Brilliant app,2019-09-08 17:58:39,5,ali wesley,GB
123,False,,"Great and quick customer service from Irene, regarding a booking I had coming up this evening! 

These tickets are the first event I’m going to threw Fever, and I’m looking forward to it!",Feedback,2018-08-30 11:37:06,4,Sam18F,GB
124,False,"{'id': 21566678, 'body': 'Hello,\nThank you for posting a review and we’re sorry to hear that you are having issues with our app. Please email us to hello@feverup.com so we can take a look at this issue and help you out.\nBest regards,', 'modified': '2021-03-10T13:27:36Z'}",Hi I think the app is playing at the moment as I’ve logged in with Facebook then it asks to add city and I click on Birmingham nothing happens after that,Bug fixes,2021-02-17 10:16:06,3,Esme 89,GB
125,False,,Customer help were so fast and helpful too!,"Simple, easy to use",2018-07-26 16:11:03,5,Susieee2,GB
126,False,"{'id': 25797152, 'body': ""Hello, thank you so much for your 5-star rating - it's much appreciated! We hope to see you again in future Fever events! ![](https://backend.growthdot.com/reply-after-this/3199556_349a6c00-a46c-4eaa-84f2-4719def7b379.gif)\n\nFever Team"", 'modified': '2021-10-20T16:38:23Z'}","Lorenzo ! 
Thank you so much for sorting out my mistake so swiftly and with such kindness and understanding.
Brilliant.",Re : Harry Potter experience,2021-10-19 12:14:30,5,Joyful client,GB
127,False,"{'id': 8496583, 'body': 'Hi there, Thank you very much for your feedback! We are glad to see that you enjoy our app. Keep looking for the best plans and offers that are waiting for you :)  Thanks for using Fever! Kind regards,  Fever Team', 'modified': '2019-05-03T13:52:54Z'}",Been to a few events through fever & im more than happy definitely recommend!,Brilliant events,2019-01-18 22:33:20,4,SLCOTTIS21,GB
128,False,"{'id': 23717416, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Please, contact our Customer Satisfaction department at customer_satisfaction@feverup.com so we can reopen your case and exploring all the solutions for your case. We apologize for the inconvenience!\n\nFever Team', 'modified': '2021-07-02T19:49:22Z'}","Whilst the app works well, the company behind the app are either fraudulent or have lazy customer service. They have owed me over £200 for events that have been cancelled and I am yet to receive a refund",Have been waiting for 6 months for a refund,2021-06-29 16:13:02,1,Blmanc90,GB
129,False,,I bought tickets to a live show and without communication they cancelled it and turned it into a zoom event. I don't have WiFi and neither does my elderly dad. They refuse to give a refund. So they have stolen my money. Do not use.,False advertising and lack of communication,2020-10-19 19:35:29,1,berty hill,GB
130,False,,"Love the app and the events, and the customer services team are super swift and helpful.",Great customer service,2018-11-23 10:47:47,5,Frasey1993,GB
131,False,,I downloaded the app today as I had to in order to get a ticket I’d purchased online - the ticket has not been transferred to the app and I have called 7 times just to be left waiting on hold for over 5 mins each time until I hang up!,Not happy,2018-09-17 15:29:59,1,PWIDH,GB
132,False,,"We all know it’s a tough time right now... but these guys have now stolen my money, want respond to anything after changing an event... disgraceful 

Advise nobody to pay anything through them online or through the app",Stole my money and are unresponsive,2020-08-27 05:57:23,1,thealexlowry,GB
133,False,"{'id': 12254533, 'body': ""Hello,\nWe are sorry to hear about your experience :( Remember that we remain at your disposal in case you need help with anything, please don't hesitate to write to hello@feverup.com in order to receive a personalised service.\nKind regards,\nFever Team"", 'modified': '2019-12-06T15:04:28Z'}","I can’t much rate the app- I booked an event that got cancelled however when I dealt with their customer service, it sounded like the person just woke up in their bedroom and could not be bothered to speak to me. Would not recommend their services at all",Terrible customer service,2019-11-26 09:42:13,1,Meeee123445,GB
134,False,"{'id': 27048986, 'body': ""Hello! As we work through hundreds of partnerships around the world, we must follow and respect the terms and conditions of those partnerships, which include that the tickets are non-refundable. If you're unhappy with the resolution offered to you, feel free to get back in touch with us at customer_satisfaction@feverup.com explaining your situation in detail and one of our agents will be more than happy to reopen your case and explore the possibility of offering you an alternative solution :)"", 'modified': '2021-12-25T21:09:12Z'}",Tried to book tickets for an event. Made a mistake with the mix of adults to children. Watch their T&Cs - you loose your money. Typical bunch of swindlers hiding behind ‘the rules’. I will avoid ever going to an event where these thieves do the ticketing.,Really bad customer service,2021-12-23 20:38:22,1,Ian Sayers,GB
135,False,,"The app works fine but beware of the company. Many events are cancelled and you will not receive a refund. In addition the company will
Not respond to any emails you send etc. Buy nothing and keep your money. Company not to be trusted!!!",Buyer beware,2020-10-19 23:14:03,1,jollo0,GB
136,False,"{'id': 23180735, 'body': 'Thank you so much for your 5-star review! We really appreciate you being a customer and helping to share the word about us. We’re here for you anytime.', 'modified': '2021-06-03T18:12:23Z'}",Can’t wait to use this app looks amazing,Ras,2021-05-31 23:11:42,5,pengstar,GB
137,False,"{'id': 25849158, 'body': ""Hello. We're sorry that your experience with us has not been the best. We will forward your comments about the app to the appropriate department for them to take it into account moving forward."", 'modified': '2021-10-23T17:22:43Z'}",This app used to be okay had many options. Now I can’t even log into the app. They might as well just delete it. I’ve deleted and reinstalled it. No hope! Just the worst smh,Can’t log in,2021-10-21 07:25:11,1,Jelly_Blu,GB
138,False,"{'id': 9792885, 'body': 'Hi Anny, Thank you so much for your 5 stars! Our users are the most important thing in the world for us and we love helping them, we are glad that our mission is fulfilled. :) Thanks for using Fever! Best regards,  Fever Team', 'modified': '2019-07-22T21:41:39Z'}","I had a little problem retrieving my ticket and the lady at the help desk assisted me quickly, efficiently and professionally. Great help desk! 
Anny W-M",Great help desk!,2019-07-21 11:05:05,5,puzzleAnny,GB
139,False,"{'id': 24255401, 'body': 'Hello! Unfortunately, at the moment, our platforms do not count with a shopping cart feature. However, this is something we will look into moving forward. We apologize for the inconveniences!\n\nFever Team', 'modified': '2021-08-02T08:38:11Z'}",Why do they make it so you can’t buy a child and adult ticket at the same time? Almost like they’re hoping the event will sell out between buying tickets,Terrible user experience,2021-07-31 17:32:52,1,dgrib82,GB
140,False,"{'id': 24295507, 'body': ""Hello! We take very seriously our work and that's why we're here 24/7 to help you out with your requests. Thanks for sharing your review for the community and we hope to host new events for you in the future.\n\nFever Team"", 'modified': '2021-08-03T17:57:31Z'}","A great app offering fantastic events, and the customer service is fab too!",Fab!,2021-08-01 21:06:26,5,KQetc,GB
141,False,"{'id': 22161804, 'body': 'Hi! Thank you so muhc for your review. We are very happy that you have enjoyed the experience with our Fever app. We are always working to offer new and original plans so we can have variety for our users and offer the best experiences (: Best regards!', 'modified': '2021-04-10T11:55:14Z'}",Joined recently. Fever offers a variety of choices and recommendations. First impressions are positive.,Fever,2021-03-12 10:35:16,5,Londoner37,GB
142,False,"{'id': 21893150, 'body': 'Hello! We are sorry to hear you have not enjoyed your experience with our app. You can always control the notifications you want to receive from us in the app by going to profile and account settings (:', 'modified': '2021-03-26T22:38:05Z'}",Too many notifications,Fail,2021-03-23 21:04:10,3,iliakiskon,GB
143,False,"{'id': 11236843, 'body': 'Hello, We are sorry for the inconvenience :( We are always glad to help in any way we can, however we have to comply with the policies of the company and our partners. lf you have any issue or doubt, please feel free to get in touch so we can look into it.\r \nKind regards,  Fever Team', 'modified': '2019-10-14T12:27:16Z'}",Payment confirmation not required on app and do not allow refunds for error purchases recognised with in a hour of booking despite event being more than a month away.,Do not save payment details on app!!,2019-10-13 23:40:23,1,Shamu the whale,GB
144,False,"{'id': 9926991, 'body': ""Hello, We are very sorry to hear about your experience, and we apologise for the inconvenience :(  Remember that we are at your disposal in case you need help with anything, please don't hesitate to write to hello@feverup.com in order to receive a personalised service. Kind regards,  Fever Team"", 'modified': '2019-07-30T17:52:29Z'}","Terrible experience they never pick up the phone or answer emails I lost 75 pounds on tickets they never send me , ruined day , stress and let my friends down , terrible , just go straight to the original sellers and don’t deal with 3rd party scammers !!!",Scammers,2019-07-29 09:56:55,1,thecult666,GB
145,False,"{'id': 9137216, 'body': ""Hi there, We are really sorry for the inconvenience :( Remember that we are at your disposal in case you need help with anything, please don't hesitate to write to hello@feverup.com in order to receive a personalised service. Kind regards, Fever Team"", 'modified': '2019-06-12T21:27:41Z'}",Absolute scam! Purchased tickets for an event which they then cancelled... was told I would receive my refund maximum of 3 working days. 2 weeks later and still no refund...having to open a case with PayPal to try and get my money back.,AVOID !,2019-05-25 06:52:17,1,guram31,GB
146,False,"{'id': 28153454, 'body': 'Hello,\n\nWe are sorry that your experience has not been as you deserve.\n\nCan you tell us in a few words what happened to make this experience not worthy of more stars?\nWe will be happy to listen to you and improve your experience with us.\n\nWe look forward to your response.', 'modified': '2022-02-20T20:18:24Z'}","Bought tickets as a gift and was forced to sign up. Horrible. Think about others not only collect data. 
Absolute disappointed.",Forced to sign up,2022-02-14 05:54:40,1,pattamagala,GB
147,False,"{'id': 24192821, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!\n\nFever Team', 'modified': '2021-07-29T07:44:55Z'}","They messed up the date of my tickets, I’ve been trying to contact them for weeks with no luck. Can’t wait to uninstall this app.",Don’t waste your money,2021-07-27 22:34:38,1,volpiann,GB
148,False,"{'id': 8496565, 'body': 'Hi, Thank you so much for your feedback! We work really hard to provide the best service and to improve the app day by day, thanks for letting us know that we are on the right track! Events are updated daily, so make sure you don’t miss out! ;) Kind regards,  Fever Team', 'modified': '2019-05-03T13:51:46Z'}",Fantastic app with great customer service,Great customer service,2019-03-09 08:43:31,5,Parkinson.Charles,GB
149,False,,Really good customer service and fast responses!,Great service,2018-01-30 14:26:33,5,misspoojauk,GB
150,False,"{'id': 21588467, 'body': ""Hello,\nWe're sorry to hear you had such a frustrating experience.\n\nWe'd like to learn more about your specific situation and make things right, can you please email us at hello@feverup.com at your earliest convenience?\n\nBest regards,"", 'modified': '2021-03-11T12:00:40Z'}",Ripped off when purchasing a tasting menu meal. Paid a significant amount of money and did not get what was specifically advertised. They’ve since changed the wording and stopped responding to us. Cheers!,Ripped off,2021-01-25 11:15:15,1,Cash888,GB
151,False,"{'id': 26461370, 'body': 'Hello. Thanks for bringing this to our attention. Please, contact us at customer_satisfaction@feverup.com to help you with your case. Best regards.', 'modified': '2021-11-24T19:54:01Z'}","They owe me £60, for a concert cancelled 3 times, they agreed to pay …… after 29/30 emails I still have not received refund. They are useless, I will never book through fever again.",Refund,2021-11-22 19:21:36,1,brandypunch,GB
152,False,"{'id': 25662833, 'body': 'Hola,\n\nSentimos que tu experiencia no haya sido como te mereces.\n\n¿Nos puedes contar en pocas palabras que ha pasado para que esta experiencia no lograra una mejor valoración por tu parte?\n\n¿Cuál es el número de ID?\n\nEstaremos encantados de escucharte y mejorar tu experiencia con nosotros.\n\nQuedamos a la espera de tu respuesta.\n\nUn saludo,\n\nFever Team', 'modified': '2021-10-13T14:26:53Z'}","Unpleasant experience: the event was cancelled on the day before I bought the tickets. Arrived to the venue: no organizers, no concert, no communication (app/email) that the event was cancelled. But received full refund upon request.",Wow,2021-10-04 07:07:11,2,Alex travelling,GB
153,False,,Brilliant customer service and great ticketing system,Great service,2017-12-27 16:55:12,5,Matteo DM,GB
154,False,,"The worse experience I have had. I bought an tickets and when I want to look for the date, the tickets were validates already . The worse costumer service.",They are thieves,2018-07-22 16:13:17,1,kily1244568,GB
155,False,,"This tour from London Bridge station was superb, the guide Chris was interesting, funny and informative. A credit to the city. Cheers Stuart and Grant Tennant..","Dr Who walking tour, Sunday 26 November 2017",2017-11-27 09:49:48,5,Stu Ten,GB
156,False,"{'id': 8496564, 'body': ""Hi there! Thank you very much for your 5 stars! We are really happy you enjoy the app as much as we do! Don't forget to check out the amazing new plans we found for you :) Thanks for using Fever! Kind regards,  Fever Team"", 'modified': '2019-05-03T13:51:39Z'}",I really enjoy the variety and unique events Fever comes up with!,Love Fever!,2019-03-10 14:16:11,5,asntop,GB
157,False,,"Is one of the best apps!!

Everything is here!!!

Food, clubs, museum,, theatres and the list goes on and on!!!",Love it!!,2018-08-16 01:49:44,5,Cami1978Susma,GB
158,False,"{'id': 22016516, 'body': ""Hello, we are sorry you feel that way. We have been operating for more than 6 years, and we are present in more than 30 major cities around the world, including London, New York, Madrid, Paris and Sao Paulo. All of our experiences are real and genuine. If you want to know more about us, many Tech pages have some articles about our development as a company.\nWe are experiencing high volume of contacts but please remember you can always contact us and we'll get back to you as soon as possible to help you out, our team is working hard to address all inquiries and incidents.\nBest regards,"", 'modified': '2021-04-02T13:16:35Z'}",Why is this app still available on the App Store? They sell tickets to fake events. Being reported on in the news do not buy from them. It’s a fraud company!!!!,Fever is a scam,2021-03-30 10:06:14,1,Sup330,GB
159,False,"{'id': 10904793, 'body': 'Hi there, We are sorry for this bad experience :( We are available 24/7 via email at hello@feverup.com, chat or phone to help you in any way we can and find a solution for your specific case. Please feel free to get in touch so we can look into this and sort it out for you! Best regards, Fever Team', 'modified': '2019-09-26T08:20:34Z'}","Bought a ticket, tried to open in the app with my google account... constantly get ‘oops something went wrong, try later’ message. Useless.",Broken,2019-09-25 13:37:10,1,Santos 92,GB
160,False,,"Great way to spice up your life, absolute much have",Get Schwifty,2018-06-05 02:33:38,5,OTAKU_CHAMBERS,GB
161,False,"{'id': 24752061, 'body': ""Thank you for such a positive review, Jacqueline! We're thrilled to hear that your experience with us has been this positive :) ![](https://backend.growthdot.com/api/mail-tracking/resources/2526983_0c7c3eac-a114-44b5-8627-3f5b672de34d.gif)\n\nFever Team"", 'modified': '2021-08-27T07:56:09Z'}",What an amazing night!! Absolutely wonderful,Candlelight ballades,2021-08-25 20:13:10,5,JacquelineWood,GB
162,False,"{'id': 22769334, 'body': 'Hi Maggi! Please contact us from the email associated to the tickets (were you received the confirmation email) and our user support team will guide you (: Kind regards', 'modified': '2021-05-12T14:08:47Z'}",I bought tickets for the Van Gogh immersive experience in March but I cannot add them to the app. Help please,My tickets,2021-05-10 18:08:58,3,maggi ladd,GB
163,False,,Have got some really cool deals 👍🏼,Fantastic app,2017-09-24 14:39:02,5,Jhyohana,GB
164,False,"{'id': 26836397, 'body': 'Hello. Thanks for your honest feedback. We have actually added those options recently. Please make sure you have the latest version of the app to see them. Kind regards.', 'modified': '2021-12-14T22:46:56Z'}",Please could you add either apple id or email registration then i can use the app,Only fb and google log in options,2021-12-05 18:24:44,1,mountain875,GB
165,False,"{'id': 10927181, 'body': 'Hi Tania, We are sorry you had issues with the app :( Remember that we are at your disposal 24/7 in case you need anything, please feel free to contact us by email, chat or phone so we can help you out!\nKind regards,\nFever Team', 'modified': '2019-09-27T09:47:23Z'}",The app never seems to work! Constantly saying something went wrong. Please fix as it’s such a shame.,App is constantly broken,2019-09-26 12:29:47,1,Tania4960,GB
166,False,,"Easy, practical, informative and reliable!!!",FAB SERVICE,2018-02-06 16:04:48,5,Cascosin,GB
167,False,"{'id': 26828216, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Feel free to reach us at customer_satisfaction@feverup.com so we can take a closer look at your case and properly assist you. We apologize for the inconvenience!', 'modified': '2021-12-14T13:21:58Z'}","Click the link in the email, doesn’t open my tickets. Garbage app I didt want to download. Spam me with emails daily.",Doesn’t work,2021-11-17 20:30:23,1,RobBashford,GB
168,False,"{'id': 23978565, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Please reach us at customer_satisfaction@feverup.com so we can reopen your case and offer a suitable solution!\n\nFever Team', 'modified': '2021-07-17T11:18:48Z'}","App is fine but Fever is a terrible service, very poor refund or rebook situation which isn’t helpful in 2021",App works but customer service is terrible,2021-07-15 20:09:06,1,TH Views,GB
169,False,,I don’t want this app and I don’t want to share my location with you. Why is this mandatory for me to get my ticket?,Why are you forcing this?!,2020-10-26 12:02:22,1,GuessWho181,GB
170,False,"{'id': 16976585, 'body': 'Hello Gabby,\nWe apologise for any inconvenience that might have been caused to you. :( Remember that we are at your disposal 24/7, please feel free to contact us by email or chat so that we can help you out! Kind regards, Fever Team', 'modified': '2020-07-30T10:12:23Z'}","The most complicated app ever to navigate 
Bought tickets, installed app and then tried to at least look at the tickets. 

App would not let me verify myself via FB
App would not let me confirm email address, DOB or gender. 

I have deleted and re-downloaded this app more times than I care to admit. 

Just email me my tickets Pleeeeease !!!!",Awful app,2020-07-28 15:45:03,1,X Gabby X,GB
171,False,"{'id': 25305745, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Please reach us at customer_satisfaction@feverup.com so we can reopen your case and offer you a suitable solution!', 'modified': '2021-09-24T18:12:40Z'}",There’s no events customer service are awful and it’s been the worst app.,Not refundable and can’t print tickets,2021-09-22 18:57:56,1,userof gymoholic,GB
172,False,,This company is not professional in the slightest. To date they have NEVER replied to any messages I have sent via the app. I have lost over £100!  Be warned,Cowboys,2020-11-29 16:43:14,1,mharakis,GB
173,False,,"Was excited to book a birthday treat for my partner, but customer services didn’t honour the voucher they’d emailed to me on the same day! Avoid these jokers.",Crap customer service don’t honour vouchers,2020-11-17 00:48:27,1,ba296,GB
174,False,"{'id': 10455085, 'body': 'Hello Sophie, We are sorry you think this way :(  Remember that we are at your disposal 24/7 in case you need anything, please feel free to write to hello@feverup.com or contact us by chat or phone so we can help you out! Kind regards, Fever Team', 'modified': '2019-09-01T13:48:34Z'}","This is a scam paid by credit card luckily! The fever app is registered to a software company nothing to do with events!! Cancelled credit card and currently going through a case claim. Please learn from my
Mistakes!!!",SCAM DO NOT DOWNLOAD TO NOT TRUST,2019-08-31 12:12:56,1,Sophiepipe,GB
175,False,,Absolutely shocking customer service!! Emails sent in Spanish to a UK address. Event cancelled and an alternative date booked with no contact from Fever. Refund requested and not applied.,Deserves Zero Stars!!,2020-10-31 00:11:16,1,LesleyAnn1006,GB
176,False,,"Poor admin. If you make an error , they don’t help to rectify or advise. Avoid!!",Takes your money and no response from them,2020-09-09 09:49:48,1,ThumbsDown20,GB
177,False,"{'id': 21848929, 'body': ""Hello! We are sorry that you feel that way, we are always willing to help our users in the best way possible, however, we must follow the return policy of the company and our partners, that's why we usually offer other solutions in case of cancellations. We are sorry for the inconvenience caused and we remain at your entire disposal in case you decide to give us another opportunity :)"", 'modified': '2021-03-24T20:52:03Z'}",Don’t buy anything here. After the purchase they cancel the event and don’t refund the money. They never answer emails.,Scam!,2021-03-21 20:24:06,1,Алена Смирнова,GB
178,False,"{'id': 11933470, 'body': 'Hello, We are sorry you think this way :( We are always glad to help in any way we can, however we have to comply with the policies of the company and our partners. We remain at your disposal if you need anything else. Kind regards, Fever Team', 'modified': '2019-11-19T14:07:56Z'}","Careful with that app! 
Totally unhelpful ! 
Won’t give me the money back for an order that was a mistake - only want to rip people off!!!",Horrible customer service !!!!,2019-11-07 07:53:24,1,Gashunia6,GB
179,False,"{'id': 23562742, 'body': 'Hello! We regret to hear that your experience with us has not been positive. Please get in touch with customer_satisfaction@feverup.com so we can take another look at your case and explore the possibility of offering you an alternate solution. We apologize for the inconvenience!\n\nFever Team', 'modified': '2021-06-24T09:54:16Z'}",Customer service is useless if an unforeseen event comes up. And you won’t be entitled to any type of refund.,"Read the T&Cs, there’s no refund for any circumstance.",2021-06-22 16:50:37,1,Teodor-Raul,GB
180,False,,"Fabulous app , can I be a promoter for it!?",Fabulous- contact me,2018-05-03 15:01:21,5,mensaaaaah,GB
181,False,,"Do not use this company, you will not see your money again",Awful,2020-12-12 10:11:39,1,CPoppyCherry,GB
182,False,"{'id': 16976178, 'body': 'Hello, We are sorry to hear you had such a frustrating experience :( Remember that we are available 24/7 via chat and email at hello@feverup.com, please feel free to contact us if you need help with anything. Best regards, Fever Team', 'modified': '2020-07-30T09:57:22Z'}",I cannot log onto the app via Facebook login and I need my tickets and no one is responding to my emails,Can’t use app,2020-07-17 17:39:41,1,little cheetah🐆,GB
183,False,,Awful customer service nobody replies to you on the live chat or emails or answers the phone ??? Absolutely useless wont use this pathetic app again,Useless,2018-12-28 13:48:02,1,Curran060708,GB
184,False,"{'id': 24644898, 'body': ""Hello, Jo & Russ. Thank you so much for your 5-star rating - it's much appreciated! We hope to see you again in future Fever events! ![](https://backend.growthdot.com/api/mail-tracking/resources/2470035_81040656-65bc-412d-b2a6-cba8be8b5c8c.gif)\n\nFever Team"", 'modified': '2021-08-22T13:52:17Z'}",Fantastic evening enjoying amazing musical & singing talent in Birmingham U.K. well done Fever @ The Mill Digbeth 👍,Jo & Russ,2021-08-20 14:27:56,5,Jo & Russ,GB
185,False,,This is a great App with great savings for the customers. Thank you Fever,Ms Ru,2018-02-25 12:08:27,5,Sweetie 71,GB
186,False,,"Watch out, these guys sell tickets to events that don’t take place, are postponed, cancelled, or rescheduled online as recordings instead of ‘live’ talks!",Scammers!!,2020-10-13 12:04:38,1,L.!?G.H,GB
187,False,"{'id': 8496584, 'body': ""Hi there! We are sorry to hear that you didn't enjoy the app :(   We try to offer great deals and discounts and several millions of Fever users are very happy about it. We always do our best to help our users, so please don't hesitate to contact us at hello@feverup.com in case you need help with anything. Kind regards,  Fever Team"", 'modified': '2019-05-03T13:52:59Z'}","Some “deals” are cheaper if you go direct, and the customer service is unhelpful and argumentative. Uninstalled.",Fake deals and horrible service,2019-01-09 16:04:09,1,matttijou,GB
188,False,"{'id': 25426729, 'body': 'Please reach us at customer_satisfaction@feverup.com so we can reopen your case and offer you a suitable solution. We apologize for the inconveniences! ![](https://backend.growthdot.com/reply-after-this/2906163_a169d2cb-f116-404f-b733-9336de1bcc61.gif)\n\nFever Team', 'modified': '2021-09-30T21:46:34Z'}","Event changed. Could not access or share my tickets.
No one to call,
No number,
No chat.

Why would I ever book with them again??

The app has more interruptions than Trump at presidential debate and way too many notifications.",Tickets won’t download,2021-09-25 13:31:53,1,Orence1966,GB
189,False,,I went to a Fever event where the musicians played horrible and the ticket price was 30£. The music was notoriously bad!!,Poorly performance event,2020-09-28 12:10:37,1,ggfggjjrfgfrdg,GB
190,False,,Staff don’t listen to what the issue is or take responsibility for errors. Not worth the hassle,Terrible customer service,2018-12-29 10:47:05,1,Blue zoot,GB
191,False,"{'id': 12998888, 'body': 'Hi Gabby,\nThank you so much for your 5 stars! We are glad you are discovering new events with us... Events are updated daily, so keep following us on social media and make sure you don’t miss out! ;)\nThanks for using Fever!\nKind regards,\nFever Team', 'modified': '2020-01-19T16:32:16Z'}",Very useful app for fun events i  London :),Super useful!,2020-01-07 05:14:31,5,gabby_________,GB
192,False,,"Great app with city inspiration and personalised to your interests!!

Love it.",Ally,2018-09-27 15:19:52,5,ally.1982.,GB
193,False,"{'id': 21564732, 'body': 'Hello, We are really sorry that you had a bad experience with the app. Here you have some tips that might help with this kind of errors:\n\n- Please make sure you are using the latest version of the app, as small errors from previous versions have already been fixed. Go to the store and check that the app is updated.\n- Log out and log in to your account (you can do so from ""Settings"" then ""Exit""). Also, please close the app and try opening it again.\n-Restart your phone for troubleshooting.\nIf the problem persists, please contact us to hello@feverup.com to investigate further.\n\nBest regards', 'modified': '2021-03-10T11:52:25Z'}",Singapore button doesn’t work,Terrible,2021-02-19 00:47:03,1,Tatiana037,GB
194,False,"{'id': 8496580, 'body': ""Hi there, We are sorry for the inconvenience :(  Remember that we are at your disposal in case you need help with anything, don't hesitate to write to hello@feverup.com in order to receive a personalised service. Kind regards,  Fever Team"", 'modified': '2019-05-03T13:52:48Z'}",Buried terms in the small print when I was buying a voucher which meant that I couldn’t redeem it.,Stole my money,2019-01-27 22:28:04,1,pkuk,GB
195,False,"{'id': 8496574, 'body': 'Hello! We are sorry you had problems with the app :(  The little issues have been solved in the lastest version, please update your app so you can keep on living experiences with Fever! :)  Kind regards,  Fever Team', 'modified': '2019-05-03T13:52:23Z'}","The latest version of the app crashes after launch. 

I'm on iOS 12.1.3",New app crashes with iPhone X,2019-02-08 16:11:08,1,windsorbuoy,GB
196,False,"{'id': 13155492, 'body': 'Hello,\r\nWe apologise for any inconvenience that might have been caused to you. :( Remember that we are at your disposal 24/7 in case you need anything, please feel free to contact us by email, chat or phone so we can check what happened and help you out!\r\nKind regards,\r\nFever Team', 'modified': '2020-01-28T09:24:28Z'}",You still have the money you fraudulently took from my account. Return it,Fraud,2020-01-26 21:04:30,1,Honey Bromf,GB
197,False,,"Poor customer service, refused to help",Poor,2021-09-19 22:45:08,1,MargaretGreen20,GB
198,False,,Don’t use,Awful customer service,2018-12-11 13:56:41,1,j22macy,GB
199,False,,They are awful / non refund for any circumstances / greedy money grabbers typical of the entire world - be warned - empathy 0 - greed 100,DO NOT USE FEVER,2022-01-23 23:01:39,1,Jayondrums.com,GB
200,False,,Wheeeeeeen :),When best events in Belgium!?,2018-11-01 14:42:27,5,The travel state of mind,GB
201,False,"{'id': 23942818, 'body': ""Thank you for your 5-star review! We're truly pleased to hear that you loved the concert 😍\u200b\n\nFever Team"", 'modified': '2021-07-15T09:46:18Z'}","Brilliant singer and band, thanks!",Aretha Franklin,2021-07-13 20:57:53,5,nickynew2,GB
202,False,"{'id': 8496569, 'body': ""Hi, We are really sorry you think this way :(  From what we understand, we made an exception to our general policy and your purchase was eventually refunded. We can assure you that the system doesn't make purchases by itself, and we recommend you to make sure that nobody else has access to your Fever account. In any case, we apologise for the inconvenience caused to you and we remain at your disposal if you need anything. Kind regards,  Fever Team"", 'modified': '2019-05-03T13:52:00Z'}","TLDR: Tried to say i had bought something when i hadn’t and then ignored my requests for a complaints process. 

Recently I received a email regarding cinema tickets from fever and believing it to be an offer disregarded it. The next day pay pal informed me Fever had taken a transaction from me. I looked on the app (which I hadn’t opened since November when i used it to purchase tickets for an event) to find a single ticket for cinema tickets for around the m25 (or something like that). I was completely dumbfounded. I immediately emailed Fever and their response has been shocking. They basically told me that they didn’t believe me and in any case i still had some time left on the ticket so all’s good! Incensed i then began to look at the purchase date on the ticket, it was before i even downloaded the app. When i went back to Fever they sent me a snotty email telling me that they had taken the usual move of refunding my money but that i should delete my payment method from the app. Why would i need to delete my payment method when as they say purchases aren’t completed without authorisation?! While i was incredibly angry i had got my money back and made sure to delete everything related to the app and asked for the complaints process so as to make sure this wouldn’t happen to someone else. The customer service ignored my email refusing to give me any complaints details. I reported the app and gave up. Since then i have been receiving emails on a regular basis from Fever something that i did not opt in for. I have asked to be taken off the mailing list especially considering I don’t even have the app anymore!!! And i have asked for my data to be erased. I guess we’ll see if they can manage that although if my experience with them is anything to go by i guess I’ll be ignored to have to report them again!",Theives and terrible customer service,2019-03-03 20:42:26,1,ScarletBex13,GB
203,False,,"I downloaded this app after seeing an ad on Facebook because one cannot have enough of these apps. Within the first 2 hours of having the app, I purchased tickets to an event and attended it late that say. and had a great time, in a place that's unique and good value for money. It's one of those apps where, if you have a day off and haven't quite made any plans and you have a friend in a similar situation you can just scroll through and your sorted. I can imagine this app being brilliant for dates. Anyways, I like it and I have found it very useful.",Great app,2015-05-21 22:42:41,5,Michele-29,GB
